    1 ALBANKHE.WP1   33.45  -87.35       85.30   AL BANKHEAD LOCK         10.85  13.74  18.26  23.92  27.91  31.61  33.03  32.63  29.83  24.47  18.55  13.31  -1.33   0.19   3.93   9.00  13.64  17.99  20.14  19.68  16.69  10.07   4.88   0.87
    2 ALBIRMIN.WP1   33.57  -86.75      185.90   AL BIRMINGHAM WB AP      12.09  14.28  18.50  23.66  27.61  31.28  32.41  32.09  29.44  24.24  17.75  13.19   1.49   2.57   6.08  10.58  15.07  19.29  21.17  20.77  17.74  11.11   5.36   2.35
    3 ALBRANTL.WP1   31.58  -86.27       85.30   AL BRANTLEY              14.70  16.69  20.91  26.19  29.65  32.70  33.72  33.21  31.23  26.13  21.01  16.76   0.25   1.49   5.36  10.03  13.91  17.89  19.88  19.40  16.97   9.46   4.32   1.24
    4 ALFRISCO.WP1   31.43  -87.40      125.00   AL FRISCO CITY           15.12  17.17  20.81  25.48  29.44  32.27  33.07  33.12  30.77  26.17  20.39  16.41   2.89   4.02   7.56  11.96  16.16  19.54  20.90  20.59  18.24  12.06   6.50   3.86
    5 ALGREENS.WP1   32.70  -87.60       67.10   AL GREENSBORO            14.43  16.38  20.44  25.11  28.99  32.44  33.39  33.42  30.89  26.26  19.93  15.29   2.59   3.68   7.14  11.46  16.01  20.00  21.62  21.28  18.48  12.21   6.33   3.14
    6 ALHEFLIN.WP1   33.65  -85.60      259.10   AL HEFLIN                10.20  13.24  17.81  23.45  27.24  30.59  32.41  32.23  29.08  23.67  17.94  12.72  -3.43  -1.52   1.98   6.70  11.10  15.78  18.33  17.57  14.08   6.75   1.48  -1.39
    7 ALHUNTSV.WP1   34.65  -86.77      189.00   AL HUNTSVILLE WSO AP      9.07  11.75  16.81  22.85  26.66  30.39  31.93  31.59  28.40  23.02  16.61  11.32  -1.52   0.14   4.65   9.86  14.16  18.48  20.64  20.06  16.73   9.73   4.27   0.56
    8 ALMOBILE.WP1   30.68  -88.25       64.00   AL MOBILE WB AIRPORT     16.11  17.84  21.22  25.53  29.31  32.24  32.79  32.61  30.38  26.36  20.82  17.25   5.13   6.37   9.77  14.08  18.13  21.54  22.83  22.62  20.41  14.26   8.79   6.08
    9 ALMONTGO.WP1   32.30  -86.40       61.00   AL MONTGOMERY WB AP      14.15  16.16  19.99  24.86  28.74  32.07  33.09  32.93  30.42  25.46  19.62  15.39   2.69   4.02   7.48  11.77  16.24  20.29  22.11  21.67  18.90  11.93   6.17   3.43
   10 ALMUSCLE.WP1   34.73  -87.60      164.60   AL MUSCLE SHOALS CAA      9.78  12.08  16.71  22.62  26.87  30.98  32.46  32.06  28.66  23.26  16.38  11.42  -0.48   0.91   4.95  10.14  14.41  18.84  20.81  20.04  16.64   9.78   4.29   0.97
   11 ALOPELIK.WP1   32.63  -85.38      228.60   AL OPELIKA               12.38  14.56  19.27  24.44  27.94  31.06  32.32  31.97  29.57  24.38  19.44  14.52  -0.78  -0.05   4.09   8.79  12.77  17.12  19.26  19.01  16.52   9.37   4.44   0.84
   12 ALOZARK.WP1    31.47  -85.65      121.90   AL OZARK                 16.31  18.09  21.77  26.21  29.83  32.64  32.94  32.81  30.91  26.69  21.01  17.10   4.11   5.17   8.23  12.28  16.36  19.76  20.98  20.70  18.59  12.87   7.68   4.85
   13 ALROBERT.WP1   30.55  -87.60       45.70   AL ROBERTSDALE 7 E       17.11  18.63  21.93  25.74  29.47  32.12  32.68  32.64  30.80  27.06  21.76  18.02   4.58   5.57   9.03  12.90  16.64  20.21  21.48  21.29  19.10  13.08   8.03   5.03
   14 ALVALLEY.WP1   34.57  -85.60      313.90   AL VALLEY HEAD            9.44  11.80  15.89  21.86  25.96  29.54  31.21  31.18  28.04  22.75  16.47  11.23  -2.89  -2.21   1.71   6.41  11.11  15.72  17.91  17.20  14.04   6.79   1.03  -2.05
   15 ARBENTON.WP1   34.55  -92.62       88.40   AR BENTON                11.18  13.99  18.49  23.87  27.54  31.28  33.52  33.30  29.81  24.72  17.81  12.66  -1.84  -0.05   4.28   9.42  13.63  17.97  20.18  19.14  15.38   8.76   3.26  -0.37
   16 ARCLARKS.WP1   35.47  -93.47      134.10   AR CLARKSVILLE            9.44  12.66  17.29  23.51  27.27  31.08  34.11  33.72  30.04  24.28  16.92  11.36  -3.43  -1.22   3.07   8.99  13.53  17.79  20.41  19.41  15.81   8.88   3.05  -1.34
   17 ARCORNIN.WP1   36.40  -90.58       88.40   AR CORNING                8.19  10.90  16.14  22.61  27.23  31.80  33.91  33.14  29.33  23.82  15.80   9.76  -2.69  -0.82   3.68   9.32  13.86  18.49  20.47  19.43  15.20   8.58   3.05  -0.97
   18 ARDUMAS.WP1    33.88  -91.50       48.80   AR DUMAS 1               12.02  14.53  19.03  24.43  28.69  33.01  34.58  34.21  30.93  25.62  18.44  13.32   0.73   2.47   6.21  11.22  15.68  19.86  21.66  20.87  17.23  10.72   5.24   1.93
   19 AREUREKA.WP1   36.40  -93.75      448.10   AR EUREKA SPRINGS         8.08  11.04  15.59  22.10  25.63  29.64  32.38  32.11  28.09  22.72  15.18   9.96  -3.66  -1.32   2.68   8.62  12.81  17.23  19.57  18.44  14.71   9.23   3.17  -1.29
   20 ARFORDYC.WP1   33.70  -92.37       85.30   AR FORDYCE               12.33  15.14  19.61  24.64  28.26  32.20  34.19  34.07  30.63  25.41  18.22  13.33   0.64   2.32   5.93  10.88  15.01  19.35  21.08  20.53  17.02  10.98   5.09   1.79
   21 ARFORTSM.WP1   35.33  -94.37      140.20   AR FORT SMITH WB AP       9.44  11.94  17.21  22.61  26.64  31.22  33.86  33.88  29.92  24.02  16.80  10.73  -1.47   0.56   5.10  10.26  15.08  19.81  21.85  21.47  17.68  10.89   4.73   0.03
   22 ARHOPE.WP1     33.72  -93.55      115.80   AR HOPE                  12.07  14.44  18.89  23.89  27.78  32.03  34.14  34.25  30.92  25.64  18.32  13.74  -0.09   1.62   5.56  10.41  14.83  19.29  21.09  20.59  16.95  10.45   4.57   1.09
   23 ARJONESB.WP1   35.83  -90.70      106.70   AR JONESBORO              9.32  11.34  16.93  22.78  27.30  31.83  33.80  33.14  29.76  23.98  16.54  10.31  -1.43   0.01   4.63   9.87  14.52  19.06  21.01  20.21  16.43   9.87   4.21  -0.01
   24 ARMAMMOT.WP1   36.48  -91.53      182.90   AR MAMMOTH SPRING         8.51  11.21  16.21  22.77  26.74  30.72  33.21  32.63  28.96  23.74  16.11  10.28  -4.97  -2.96   1.64   7.42  11.91  16.29  18.56  17.72  13.38   6.74   1.03  -3.04
   25 ARMORRIL.WP1   35.13  -92.73      100.60   AR MORRILTON             10.71  13.21  17.54  23.46  27.37  31.97  34.44  34.02  30.39  25.02  17.18  12.01  -1.00   0.81   4.68  10.41  14.78  19.31  21.19  20.34  16.62  10.11   4.12   0.32
   26 ARMOUNTI.WP1   34.55  -93.63      201.20   AR MOUNT IDA 1           10.59  13.29  17.43  23.17  26.99  30.99  33.67  33.31  29.64  24.37  17.46  12.32  -3.08  -1.57   2.51   7.91  12.71  17.13  19.34  18.33  14.48   7.47   1.89  -1.71
   27 ARMOUNTA.WP1   36.33  -92.38      243.80   AR MOUNTAIN HMC OF ENG    7.17   9.91  14.86  21.62  25.53  29.62  32.81  32.24  28.40  22.86  15.47   9.41  -5.97  -3.81   1.03   7.49  12.18  16.79  19.26  17.96  13.89   6.73   1.01  -3.56
   28 ARNEWPOR.WP1   35.60  -91.28       67.10   AR NEWPORT                9.19  11.64  16.66  22.72  27.13  31.74  33.89  33.23  29.71  24.31  16.53  10.74  -1.53   0.43   4.87  10.48  15.03  19.28  21.21  20.11  16.03   9.46   4.04   0.12
   29 ARSILOAM.WP1   36.18  -94.55      350.50   AR SILOAM SPRINGS         8.11  10.88  15.37  21.51  25.38  29.50  32.53  32.28  28.38  22.88  15.31  10.10  -4.32  -1.92   2.19   8.14  12.61  17.39  19.77  18.70  14.76   8.51   2.28  -2.07
   30 ARSTUTTG.WP1   34.47  -91.42       61.00   AR STUTTGART 9ESE         9.86  11.76  17.12  22.44  26.93  31.21  33.00  32.69  29.58  24.17  17.06  11.29  -0.56   1.03   5.67  10.76  15.53  19.71  21.41  20.54  16.59   9.57   4.22   0.59
   31 AZAGUILA.WP1   33.95 -113.18      664.50   AZ AGUILA                16.79  18.72  21.34  26.73  31.61  37.19  39.44  38.09  35.48  29.64  22.27  17.94   0.52   1.85   3.60   6.78  10.82  15.66  21.36  20.77  16.94   9.95   3.65   0.87
   32 AZAJO.WP1      32.37 -112.87      536.40   AZ AJO                   17.80  20.31  23.09  27.72  32.36  37.54  39.46  38.18  36.29  30.58  23.49  18.91   5.18   7.06   9.36  13.01  17.09  22.02  25.39  24.33  22.22  16.25   9.86   6.33
   33 AZBETATA.WP1   36.68 -110.53     2194.60   AZ BETATAKIN              4.04   6.08   9.27  15.18  21.02  27.29  30.09  28.43  24.53  17.76   9.49   4.71  -6.49  -5.08  -3.08   0.68   5.52  11.25  14.49  13.45  10.11   4.39  -1.79  -5.57
   34 AZBLACKR.WP1   33.48 -109.77     1841.00   AZ BLACK RIVER PUMPS      9.02  10.91  13.26  18.61  23.62  29.67  30.73  28.74  26.57  21.22  14.33  10.12  -6.31  -5.01  -2.95   0.37   4.65   9.79  13.99  13.09   9.99   3.92  -2.51  -5.99
   35 AZBOWIE.WP1    32.33 -109.48     1146.00   AZ BOWIE                 16.16  18.84  22.13  26.83  31.72  37.06  36.99  35.59  33.41  28.07  20.78  15.91  -0.91   1.02   3.55   6.74  11.17  16.48  19.62  18.58  15.12   8.84   2.42  -0.56
   36 AZCANELO.WP1   31.55 -110.52     1524.00   AZ CANELO RS             14.27  16.21  18.74  22.98  27.42  32.32  31.35  29.57  28.77  24.73  18.84  14.83  -3.73  -2.71  -0.74   2.20   5.68  10.93  15.17  14.34  11.02   4.99  -0.58  -3.20
   37 AZDOUGLA.WP1   31.45 -109.60     1249.70   AZ DOUGLAS B D AP        15.91  18.10  20.73  25.21  29.50  34.55  33.71  32.52  31.06  26.47  20.44  16.51  -1.65  -0.50   2.19   5.71   9.86  15.27  18.53  17.53  14.83   8.40   1.73  -1.57
   38 AZELOY.WP1     32.75 -111.55      478.50   AZ ELOY                  19.43  21.74  24.27  29.12  34.08  39.30  40.48  38.83  37.32  32.00  24.72  19.99   2.54   4.32   7.07  10.58  14.97  19.69  23.93  22.92  19.74  13.29   6.81   3.04
   39 AZHEBER.WP1    34.38 -110.58      198.10   AZ HEBER                  8.04  10.18  12.73  17.47  22.31  28.23  29.58  27.79  25.38  20.14  13.34   8.89  -8.98  -7.41  -5.33  -2.65   1.08   5.84  10.99  10.07   6.26   0.24  -5.44  -8.43
   40 AZJACOBL.WP1   36.72 -112.22     2407.90   AZ JACOB LAKE             4.63   5.63   7.44  10.88  17.55  23.27  26.53  25.24  22.22  15.30   8.57   5.08  -9.13  -8.03  -6.61  -3.68   1.91   6.14  10.10   9.13   5.82   0.29  -4.89  -8.37
   41 AZKEAMSC.WP1   35.82 -110.20     1892.80   AZ KEAMS CANYON           6.14   9.27  12.58  17.66  22.88  29.31  31.56  29.78  26.48  20.43  12.56   7.32  -8.89  -6.22  -4.04  -1.12   3.73   8.26  13.19  12.59   8.37   1.96  -3.87  -8.12
   42 AZKLAGET.WP1   35.55 -109.70     1981.20   AZ KLAGETOH 12 WNW        5.43   8.88  12.69  17.77  22.84  28.98  31.09  29.52  26.04  19.98  12.47   6.66  -6.46  -4.33  -1.89   1.16   5.97  12.09  15.44  14.56  10.96   4.88  -0.77  -5.08
   43 AZKOFAMO.WP1   33.27 -113.87      542.50   AZ KOFA MOUNTAINS        18.94  21.18  23.47  27.85  31.83  37.73  39.92  38.96  36.41  30.51  23.43  19.28   7.42   9.26  10.51  13.67  17.51  22.77  26.71  25.25  22.95  17.55  11.47   7.81
   44 AZLEESFE.WP1   36.87 -111.58      957.10   AZ LEES FERRY             8.78  13.79  19.06  24.89  30.44  36.48  39.43  37.66  33.73  25.75  16.18   9.51  -3.44  -0.01   3.81   8.45  12.86  17.52  21.65  20.33  15.63   8.69   1.53  -2.78
   45 AZLITCHF.WP1   33.50 -112.37      313.90   AZ LITCHFIELD PARK       19.21  21.79  25.06  29.91  34.78  39.59  41.22  39.76  37.76  31.82  24.73  20.02   1.69   3.74   6.02   9.53  13.76  18.55  24.10  23.06  19.06  11.78   5.20   2.38
   46 AZLUKACH.WP1   36.42 -109.23     1975.10   AZ LUKACHUKAI             5.35   8.07  11.07  16.53  21.79  28.19  30.39  28.70  25.29  19.03  11.09   6.09  -8.54  -6.01  -3.38   0.37   5.04  10.64  14.27  13.04   9.04   3.03  -3.21  -7.78
   47 AZMONTEZ.WP1   32.57 -111.83      969.30   AZ MONTEZUMA CASTLE NM   15.19  18.08  21.01  25.77  30.86  36.37  38.51  36.77  34.28  28.14  20.71  15.71  -3.43  -1.83   0.63   3.76   7.56  11.83  17.43  16.69  12.43   5.84  -0.38  -3.29
   48 AZORACLE.WP1   32.57 -110.72     1332.00   AZ ORACLE 4 SE           14.33  16.06  18.12  22.91  27.82  33.43  33.76  32.18  30.62  25.72  19.24  15.07   1.23   2.28   3.82   6.94  11.20  16.68  19.16  18.15  15.86  10.67   4.92   1.91
   49 AZPRESCO.WP1   34.55 -112.47     1630.70   AZ PRESCOTT              10.21  12.10  14.92  19.26  23.92  29.85  31.66  30.00  27.75  22.21  15.94  11.01  -6.38  -4.71  -2.50   0.62   4.15   8.81  13.69  12.91   8.71   2.42  -2.87  -5.76
   50 AZSAINTJ.WP1   34.50 -109.37     1746.50   AZ SAINT JOHNS            8.88  12.60  15.97  21.08  25.69  31.21  32.36  31.07  28.34  22.79  15.63   9.78  -8.53  -5.97  -3.13   0.53   4.71   9.29  13.78  12.85   8.67   1.76  -4.55  -8.14
   51 AZSANCAR.WP1   33.17 -110.52      771.10   AZ SAN CARLOS RESRVOIR   14.63  17.72  20.45  25.66  30.67  36.49  37.68  36.38  34.13  28.20  20.46  15.19   0.37   2.30   4.67   8.56  13.47  18.74  22.91  21.63  18.12  11.58   4.43   0.74
   52 AZSASABE.WP1   31.48 -111.55     1094.20   AZ SASABE                17.28  18.98  20.81  25.17  29.41  34.62  35.08  33.43  32.09  27.64  21.52  17.56   1.71   2.91   4.30   7.07  10.38  15.97  19.17  18.30  15.87  10.51   5.36   2.32
   53 AZSELIGM.WP1   35.32 -112.88     1591.10   AZ SELIGMAN              10.41  12.73  15.97  20.51  25.22  30.69  32.74  31.15  28.80  23.17  16.83  11.47  -6.23  -4.58  -3.04  -0.20   3.46   7.72  12.71  12.06   8.05   2.53  -2.91  -5.78
   54 AZSTEWAR.WP1   33.57 -111.53      432.80   AZ STEWART MTN           18.12  20.74  22.59  27.43  32.71  38.17  40.10  39.09  36.45  30.79  23.69  18.96   2.73   4.26   5.84   9.32  14.20  19.07  24.20  23.01  19.84  12.69   6.57   3.36
   55 AZTACNA.WP1    32.72 -113.92       97.50   AZ TACNA 3 NE            20.18  23.19  25.90  29.88  34.61  39.64  41.13  40.43  37.51  31.40  25.06  20.29   1.31   3.06   5.64   8.21  12.73  17.42  23.24  22.84  18.80  11.26   4.64   1.35
   56 AZTUMACA.WP1   31.57 -111.05      996.70   AZ TUMACACORI            18.97  20.70  22.87  27.30  31.91  37.10  36.27  34.76  34.02  29.51  23.51  19.72  -0.05   0.48   2.51   4.99   8.59  14.09  18.68  17.53  14.58   8.44   2.98   0.47
   57 AZTUWEEP.WP1   36.28 -113.07     1456.90   AZ TUWEEP                 9.90  12.66  15.15  20.25  25.71  31.94  34.64  33.07  29.75  23.69  15.74  10.76  -2.37  -0.89   0.82   4.38   8.93  14.42  18.14  16.99  13.51   7.83   1.82  -1.72
   58 AZWIKIEU.WP1   34.73 -113.62      649.20   AZ WIKIEUP               17.54  19.74  21.86  26.87  31.76  37.70  40.40  38.92  36.32  30.69  22.88  18.71   0.89   2.03   3.45   6.36  10.73  14.98  20.53  19.71  15.84   9.73   4.29   1.00
   59 AZWUPATK.WP1   35.52 -111.37     1496.60   AZ WUPATKI NATL MON       8.20  12.66  16.89  22.06  27.22  33.39  35.31  33.51  30.26  23.32  14.86   8.80  -4.63  -1.97   0.83   4.73   9.26  14.85  18.36  16.78  13.41   7.24   0.57  -3.98
